1.527245860560263457e+00,1.228432978110614859e-01,9.795166642831425463e-01,5.538071768541368289e-01,7.441806314283234691e-01,9.860724076164988361e-01,1.795606578224181362e+02,6.689234024393805100e+00,8.527761151630464109e-01,8.108747611299618741e-02,9.861650845954760269e-01,7.537543488600030317e-01,8.681898231736673299e-01,9.818509342163670439e-01,1.856348575345148220e+02,9.495520960523089471e+00,1.000000000000000000e+00
3.089363025608589108e-01,2.483438673005271616e-02,9.963643868949106919e-01,9.381283201584937892e-01,9.685702258170880707e-01,9.776096627087109692e-01,1.871873648585127512e+02,7.771929866237826445e+00,8.527761151630464109e-01,8.108747611299618741e-02,9.861650845954760269e-01,7.537543488600030317e-01,8.681898231736673299e-01,9.818509342163670439e-01,1.856348575345148220e+02,9.495520960523089471e+00,1.000000000000000000e+00
4.929675288190789595e-01,4.130778324834299270e-02,9.932535373286029978e-01,8.521302823090579626e-01,9.231089658309203916e-01,9.853162299987514583e-01,1.193796071591081471e+02,5.106022713248525413e+00,8.527761151630464109e-01,8.108747611299618741e-02,9.861650845954760269e-01,7.537543488600030317e-01,8.681898231736673299e-01,9.818509342163670439e-01,1.856348575345148220e+02,9.495520960523089471e+00,1.000000000000000000e+00
1.749743957423149920e-01,1.033509878862407839e-02,9.991986868917548392e-01,9.877299316060554890e-01,9.938460279038601186e-01,9.532417025645791853e-01,1.287085601187530983e+02,2.840589201442237144e+00,8.527761151630464109e-01,8.108747611299618741e-02,9.861650845954760269e-01,7.537543488600030317e-01,8.681898231736673299e-01,9.818509342163670439e-01,1.856348575345148220e+02,9.495520960523089471e+00,1.000000000000000000e+00
3.692940341950090022e-01,2.509182838404097268e-02,9.973682128883722964e-01,9.559716964008659890e-01,9.777380050192273631e-01,9.690438374926504395e-01,1.842357603439011200e+02,5.616903278893427220e+00,8.527761151630464109e-01,8.108747611299618741e-02,9.861650845954760269e-01,7.537543488600030317e-01,8.681898231736673299e-01,9.818509342163670439e-01,1.856348575345148220e+02,9.495520960523089471e+00,1.000000000000000000e+00
4.929675288190789595e-01,4.130778324834299270e-02,9.932535373286029978e-01,8.521302823090579626e-01,9.231089658309203916e-01,9.853162299987514583e-01,1.193796071591081471e+02,5.106022713248525413e+00,2.231113060217475019e-01,1.892728585430204780e-02,9.972093219603063163e-01,9.552487556112742029e-01,9.773682553641274140e-01,9.764044342277576893e-01,1.253677045104770968e+02,5.961082000254859459e+00,1.000000000000000000e+00
1.749743957423149920e-01,1.033509878862407839e-02,9.991986868917548392e-01,9.877299316060554890e-01,9.938460279038601186e-01,9.532417025645791853e-01,1.287085601187530983e+02,2.840589201442237144e+00,2.231113060217475019e-01,1.892728585430204780e-02,9.972093219603063163e-01,9.552487556112742029e-01,9.773682553641274140e-01,9.764044342277576893e-01,1.253677045104770968e+02,5.961082000254859459e+00,1.000000000000000000e+00
1.527245860560263457e+00,1.228432978110614859e-01,9.795166642831425463e-01,5.538071768541368289e-01,7.441806314283234691e-01,9.860724076164988361e-01,1.795606578224181362e+02,6.689234024393805100e+00,2.231113060217475019e-01,1.892728585430204780e-02,9.972093219603063163e-01,9.552487556112742029e-01,9.773682553641274140e-01,9.764044342277576893e-01,1.253677045104770968e+02,5.961082000254859459e+00,1.000000000000000000e+00
3.089363025608589108e-01,2.483438673005271616e-02,9.963643868949106919e-01,9.381283201584937892e-01,9.685702258170880707e-01,9.776096627087109692e-01,1.871873648585127512e+02,7.771929866237826445e+00,2.231113060217475019e-01,1.892728585430204780e-02,9.972093219603063163e-01,9.552487556112742029e-01,9.773682553641274140e-01,9.764044342277576893e-01,1.253677045104770968e+02,5.961082000254859459e+00,1.000000000000000000e+00
3.692940341950090022e-01,2.509182838404097268e-02,9.973682128883722964e-01,9.559716964008659890e-01,9.777380050192273631e-01,9.690438374926504395e-01,1.842357603439011200e+02,5.616903278893427220e+00,2.231113060217475019e-01,1.892728585430204780e-02,9.972093219603063163e-01,9.552487556112742029e-01,9.773682553641274140e-01,9.764044342277576893e-01,1.253677045104770968e+02,5.961082000254859459e+00,1.000000000000000000e+00
